author_username,created_at,geotagging_bbox,geotagging_confidence,geotagging_lat,geotagging_lon,place_coordinates,place_full_name,text,url
ImMeme0,1692056582000,"[20.5744337,21.031561,-156.697263,-155.9790919]",0.9693837761878967,20.802956799999997,-156.31068331602177,,,"President Trump deliverers statement on the wildfires in Maui. 🙏🇺🇸

 https://t.co/hBV8Ww7VRR",https://twitter.com/ImMeme0/status/1691234004672937984
JasonMillerinDC,1692053602000,null,0.7560293674468994,20.827288,-156.33880449999998,,,Statement from President Donald J. Trump on Devastating Maui Wildfires https://t.co/8MWvDWfAvD,https://twitter.com/JasonMillerinDC/status/1691221502887157761
KagensNews,1692057467000,null,0.5298379063606262,20.827288,-156.33880449999998,,,"President Trump just released a statement on the Maui wildfires.

""President"" Biden just says ""No Comment"" https://t.co/X1WnAyRwuN",https://twitter.com/KagensNews/status/1691237716405428224
patriot_savvy,1692056622000,null,0.7125231027603149,20.827288,-156.33880449999998,,,"President Donald J. Trump on Devastating Maui Wildfires
 https://t.co/24IPbBdBCz",https://twitter.com/patriot_savvy/status/1691234170767343618
MikeSington,1692056809000,"[20.5744337,21.031561,-156.697263,-155.9790919]",0.9745176434516907,20.802956799999997,-156.31068331602177,"[[33.704538,-118.668404],[34.337041,-118.668404],[34.337041,-118.155409],[33.704538,-118.155409],[33.704538,-118.668404]]","Los Angeles, CA","“In any event…” Shameful, disgraceful, disgusting, pathetic, gross. Trump turns the Maui wildfire tragedy into a political attack. He knows no bottom. The sooner he’s in prison and off the stage, the better. https://t.co/Dh5Tzl7goF",https://twitter.com/MikeSington/status/1691234954431336451
bennyjohnson,1692020942000,null,0.4541155695915222,20.827288,-156.33880449999998,,,"Reporters GASP as Joe Biden runs from their questions about rising count of Americans DEAD from Maui wildfire disaster to tan at the beach: ""NO COMMENT!"" https://t.co/MHOkr2kRUz",https://twitter.com/bennyjohnson/status/1691084516314562560
bennyjohnson,1692035633000,null,0.6113232970237732,20.827288,-156.33880449999998,,,"WATCH: President Trump's response to Hurricane Harvey VS. Joe Biden's response to hundreds dead as a result of the Maui wildfires tells you EVERYTHING.

 https://t.co/yKNRR3fXsP",https://twitter.com/bennyjohnson/status/1691146138068332552
realJonathan4,1692054879000,"[18.86546,28.517269,-178.443593,-154.755792]",0.9643722176551819,19.593801499999998,-155.42837009716908,,,"BREAKING: Former President Donald J. Trump (@realDonaldTrump) statement to the people of Hawaii on the Wildfires in Maui

#MauiFires #Hawaii #MauiStrong https://t.co/u9hcYfOM5z",https://twitter.com/realJonathan4/status/1691226859181129728
NathanMackBrown,1691612039000,null,0.6848521828651428,20.827288,-156.33880449999998,,,"🚨🚨🚨Turn up the sound & listen to the terror of these poor folks fleeing the Maui wildfires.

Don’t turn a blind eye.

These are REAL people dying in the climate crisis.

“I want you to act as if our house is on fire. Because it is.”

-Greta Thunberg

https://t.co/Jm0cweooMK",https://twitter.com/NathanMackBrown/status/1689369453081858048
simonateba,1692017086000,"[38.4511785,39.8394337,-75.7890403,-74.9849355]",0.9937773942947388,38.6920451,-75.4013315,,,"BREAKING: Outraged Americans blasting President @JoeBiden after he said 'no comment' when asked about the catastrophic Maui wildfire, now the deadliest US blaze in over a century. Despite the death toll climbing to about 100, Americans were outraged that Biden remained sunbathing on a beach near his Delaware home.",https://twitter.com/simonateba/status/1691068343489294336
nojumper,1691732417000,"[20.5744337,21.031561,-156.697263,-155.9790919]",0.8764667510986328,20.802956799999997,-156.31068331602177,,,"Floyd Mayweather is stepping up in a huge way for over 100 people displaced by the horrible wildfires in Maui. 

He’s not only paying for almost 70 families to fly to safety but also providing them with a place to stay, food to eat, and clothing to wear. https://t.co/XMYENpaZki",https://twitter.com/nojumper/status/1689874355193532416
Super_Said,1692057383000,"[-14.7608358,71.6048217,-180,180]",0.9671328663825989,39.7837304,-100.445882,,,"Recovery crews combing through homes and vehicles burned to a cinder in #Hawaii are likely to find 10 to 20 more victims per day. The death toll grew to 96 on Sunday, making this the deadliest #US #wildfire in more than a century. #Lahaina #wildfires #Maui https://t.co/fY2tL3mKBd",https://twitter.com/Super_Said/status/1691237362557194240
GavinNewsom,1691701282000,"[18.86546,28.517269,-178.443593,-154.755792]",0.9690142273902893,19.593801499999998,-155.42837009716908,,,"California will be sending search and rescue teams to assist in Hawaii's recovery efforts.

The wildfires and devastation that Maui is experiencing is all too familiar and all too horrifying. 

We stand at the ready to aid Hawaii in its time of need.",https://twitter.com/GavinNewsom/status/1689743766733877248
kylenabecker,1692057265000,"[20.5744337,21.031561,-156.697263,-155.9790919]",0.9950245022773743,20.802956799999997,-156.31068331602177,,,"America, the president who should be in the White House right now instead of Joe ""No Comment"" Biden wants to say a word to you about the Maui wildfires https://t.co/TshKKcbKkR",https://twitter.com/kylenabecker/status/1691236869197996032
BasiaQ17,1692057015000,"[20.5744337,21.031561,-156.697263,-155.9790919]",0.6435327529907227,20.802956799999997,-156.31068331602177,,,"🤡They🤡 are mocking us...🤬🤬🤬🤬🤬🤬
Paris Hilton heard about the Maui wildfire devastation and said ""That’s hot”...just another coincidence that they happened to be right in position to watch it burn. https://t.co/JYkhBIefQ1",https://twitter.com/BasiaQ17/status/1691235817153339392
GavinNewsom,1691792653000,"[20.5744337,21.031561,-156.697263,-155.9790919]",0.8794499635696411,20.802956799999997,-156.31068331602177,,,"Incredible -- thanks to all of you, in just a few short hours we have raised almost $200,000 to support families impacted by the horrific wildfires in Maui.

Your kindness is inspiring.

If you want to pitch in, here's a link to support local organizations working on recovery efforts. https://t.co/7jOLdjvOTT",https://twitter.com/GavinNewsom/status/1690127002798555136
JustinTrudeau,1691696968000,null,0.851077139377594,20.827288,-156.33880449999998,,,The images coming out of Maui — where wildfires have taken lives and destroyed communities — are devastating. Our thoughts are with all those whose lives have been changed by these fires.,https://twitter.com/JustinTrudeau/status/1689725670656487425
POTUS,1691623258000,"[20.5744337,21.031561,-156.697263,-155.9790919]",0.8813655376434326,20.802956799999997,-156.31068331602177,,,"Jill and I send our deepest condolences to the families who lost loved ones in the wildfires in Maui. Our prayers are with those whose homes, businesses, and communities are destroyed.
 
We are grateful to the first responders putting themselves in harm’s way to save lives.",https://twitter.com/POTUS/status/1689416510622617601
HawaiiDelilah,1691601335000,"[18.86546,28.517269,-178.443593,-154.755792]",0.8778921365737915,19.593801499999998,-155.42837009716908,,,"I am a resident of Maui, Hawaii. My island is on fire. My city was burned fo the ground thanks to wildfires fueled by winds from Hurricane Dora. Tim Scott and every Republican can go to hell as they continue to deny climate change. I’m LIVING the #ClimateCrisis. #MauiFires",https://twitter.com/HawaiiDelilah/status/1689324558724276224
CarlNasman,1692055507000,null,0.7847743034362793,20.827288,-156.33880449999998,,,"Should President Biden visit the site of Maui's wildfires?

Former FEMA Administrator David Paulison says it's still too soon: https://t.co/tZWPoa40Ku",https://twitter.com/CarlNasman/status/1691229494835601416
CBSEveningNews,1692056307000,"[18.86546,28.517269,-178.443593,-154.755792]",0.9574845433235168,19.593801499999998,-155.42837009716908,,,"The death toll from the Maui wildfires has climbed to 99 Monday, and Hawaii’s governor just revealed the first 80 victims were found in their cars or in the water.

Law enforcement is still searching for more than 1,300 missing people.

@NorahOdonnell traveled with volunteers on boat to the historic and hard-hit town of Lahaina to speak with survivors, and take a look at the long road to recovery ahead.",https://twitter.com/CBSEveningNews/status/1691232849897127937
rajpot_jamil,1692056617000,"[20.5744337,21.031561,-156.697263,-155.9790919]",0.937163770198822,20.802956799999997,-156.31068331602177,,,"Oprah provides aid to Maui wildfire victims
https://t.co/4hQ8MirHjW",https://twitter.com/rajpot_jamil/status/1691234151150559232
AndyVermaut,1692057123000,"[39.9905158,40.8487482,14.4282965,15.8064468]",0.9912993311882019,40.419441649999996,15.310756230322482,,,"Andy Vermaut shares:'It was like a war': Maui residents had moments to make life-or-death choices about how to flee the approaching inferno: Authorities confirmed that at least 96 people died — already the deadliest U.S. wildfire in more than… Thank you. https://t.co/viOgfEri50 https://t.co/F7ltwq121K",https://twitter.com/AndyVermaut/status/1691236272759816192
NBCNightlyNews,1692056142000,null,0.8316694498062134,20.827288,-156.33880449999998,,,"As the island of Maui eyes a difficult recovery from the massive wildfire, there is concern growing over toxic fumes and materials in the burn zone.

@Miguelnbc is in Lahaina with the latest. https://t.co/6QOu2lJ1A1",https://twitter.com/NBCNightlyNews/status/1691232158310932480
NBCNightlyNews,1692055492000,null,0.7754059433937073,20.827288,-156.33880449999998,,,"The deadly wildfire that scorched the island of Maui is under investigation as anger grows in the community over the lack of warning.

@LlamasNBC has more details on the timeline of events. https://t.co/dsuPk1y8MR",https://twitter.com/NBCNightlyNews/status/1691229430994092032
nypost,1692014794000,null,0.7144256830215454,20.827288,-156.33880449999998,,,"Biden slammed for heartless ‘no comment’ response to Maui wildfire, as death toll mounts https://t.co/VizEHHjbVJ https://t.co/G0pXbi9Ji8",https://twitter.com/nypost/status/1691058731356700672
CBSEveningNews,1692056642000,"[20.5744337,21.031561,-156.697263,-155.9790919]",0.5705959796905518,20.802956799999997,-156.31068331602177,,,"“The beauty here is indestructible.”

As the community in Maui comes together to recover from the deadly wildfires, residents tell @norahodonnell they are facing a difficult road ahead, but one they won’t have to travel alone. https://t.co/ynsrDHkLeA",https://twitter.com/CBSEveningNews/status/1691234253860741120
genuine_rp,1692055873000,"[20.5744337,21.031561,-156.697263,-155.9790919]",0.9916579127311707,20.802956799999997,-156.31068331602177,,,Biden caused the wildfires on Maui.,https://twitter.com/genuine_rp/status/1691231028902289410
ABC7,1692057551000,"[20.5744337,21.031561,-156.697263,-155.9790919]",0.9624729156494141,20.802956799999997,-156.31068331602177,,,"The devastating wildfires on Maui created terrifying and chaotic moments for hundreds of families as they sought to flee flames that were rapidly advancing on their homes.

Ariel Ah Hee took a photo of her son, Manaiakalani, and his best friend comforting each other as they surveyed the devastation of their home and playground. ❤️ https://t.co/RHSFnxc42E",https://twitter.com/ABC7/status/1691238068492414978
ProfBillMcGuire,1691677660000,null,0,null,null,,,"How much more of this do we need before the f*ckwits that run our governments get it through their thick heads that they need to act NOW.

We need to be on a war footing - starting today.

https://t.co/yYv320gBWF",https://twitter.com/ProfBillMcGuire/status/1689644689753100288
CBSEveningNews,1692056101000,null,0.7528016567230225,20.827288,-156.33880449999998,,,"As officials survey the damage from the Maui wildfires, @TWCChrisWarren from the @weatherchannel has a look at how additional storms may impact the area. https://t.co/hdTZVhUnGo",https://twitter.com/CBSEveningNews/status/1691231986449371136
HFMACOLORADO,1692055102000,"[18.86546,28.517269,-178.443593,-154.755792]",0.956732988357544,19.593801499999998,-155.42837009716908,,,"Let's help out our HFMA family in Hawaii. The HFMA Hawaii Chapter is collecting donations in support of the Maui community affected by the devastating wildfires. Please consider a donation. https://t.co/CeDUUOCe2y https://t.co/UMQMdIQSHb",https://twitter.com/HFMACOLORADO/status/1691227796314419201
stacy_wharfield,1692056609000,"[20.5744337,21.031561,-156.697263,-155.9790919]",0.8894156217575073,20.802956799999997,-156.31068331602177,,,"Help 'ohana who lost everything in Maui wildfire 
 https://t.co/PzifmhWteY",https://twitter.com/stacy_wharfield/status/1691234117839724544
lovantiques86,1692056470000,"[20.5744337,21.031561,-156.697263,-155.9790919]",0.9874445199966431,20.802956799999997,-156.31068331602177,,,"White House blows off criticism of Biden on Maui wildfire
https://t.co/iJT1HY8GTV",https://twitter.com/lovantiques86/status/1691233533405052928
CBSEveningNews,1692056057000,"[20.457266,21.278773,-157.366549,-155.926837]",0.8107280731201172,20.7580586,-156.3105232,,,"At the biggest evacuee shelter in Maui County, @tonydokoupil speaks with survivors of the wildfires and joins part-time resident of the island Oprah Winfrey who is providing aid and emotional comfort to residents who have lost everything. https://t.co/FFxba8tBiP https://t.co/gN84C5wFZY",https://twitter.com/CBSEveningNews/status/1691231799312072704
Bubblebathgirl,1692056272000,"[20.5744337,21.031561,-156.697263,-155.9790919]",0.9685885906219482,20.802956799999997,-156.31068331602177,,,"@TeamTrump President Trump just delivered a real statement on the wildfires in Maui.

He should compassion, strength, and resolve.

The likes of which Joe “No Comment” Biden didn’t even attempt.

We need a real leader like Trump back in the White House.

MAGA 🇺🇸 

https://t.co/fqe9EdCfzF",https://twitter.com/Bubblebathgirl/status/1691232701397782528
wildpc,1692056448000,"[51.418899,51.471403,5.9163824,6.013728]",0.9950814247131348,51.4371483,5.9799001,,,"OUTRAGE: Biden's 'No Comment' On Devastating Maui Wildfire Shocks America As Death Toll Rises | DC Enquirer

アウトレイジ(激怒)：壊滅的なマウイ山火事に関するバイデンの「ノーコメント」は、死者数が増加するにつれてアメリカに衝撃を与える。 https://t.co/6gmbJ2R9nm",https://twitter.com/wildpc/status/1691233442392875008
charrleemims,1692054886000,"[20.5744337,21.031561,-156.697263,-155.9790919]",0.9016208052635193,20.802956799999997,-156.31068331602177,,,Terrified Dog Who Ran Into Maui Wildfire Survives And Is Reunited With Family https://t.co/XdlqX0SH7L,https://twitter.com/charrleemims/status/1691226890743255040
MeetThePress,1692056022000,"[18.86546,28.517269,-178.443593,-154.755792]",0.9558995962142944,19.593801499999998,-155.42837009716908,,,"Gov. Josh Green (D-Hawaii) warned international viewers on #MTPNOW about ""fire hurricanes"" as the death toll from the Maui wildfires continues to rise. 

Watch the full interview: https://t.co/YiWG67bYE0 https://t.co/QXSvJudHGg",https://twitter.com/MeetThePress/status/1691231653505429504
dcexaminer,1692056921000,"[20.5744337,21.031561,-156.697263,-155.9790919]",0.9686849117279053,20.802956799999997,-156.31068331602177,,,"Former president and current GOP front-runner @realdonaldtrump released a video statement on the deadly wildfires in Maui, in which he called out @JoeBiden for not commenting on the tragedy and his administration for not doing to enough to prevent it. https://t.co/HHR2X1CHrI",https://twitter.com/dcexaminer/status/1691235426520961025
AnnaHorford,1692055983000,"[27.8643894,27.9043894,96.7924468,96.8324468]",0.8118994832038879,27.8843894,96.8124468,,,Investors have already started calling native Maui wildfire victims asking to buy up their land. I wouldn’t be surprised if the fires weren’t an accident; Hawai’i has been exploited by colonizers since the 1800s. Enough is enough. Please donate if you can: https://t.co/XBdqITRNRw,https://twitter.com/AnnaHorford/status/1691231491278143489
nypost,1692055893000,"[20.5744337,21.031561,-156.697263,-155.9790919]",0.782023549079895,20.802956799999997,-156.31068331602177,,,Paris Hilton photos emerge from Maui vacation during wildfires: ‘Disgusting’ https://t.co/opf6PTNF6W https://t.co/xJHhvG8bLv,https://twitter.com/nypost/status/1691231111060348928
chrome_wings,1692056170000,null,0.7400001287460327,20.827288,-156.33880449999998,,,"🌟RT's appreciated ➡️ My Hawaiian friend has been directly impacted by the Maui wildfires - their ancestral home that has been in their family for generations has completely burned down.

Please support their Gofundme if you have anything to spare! ❤️
https://t.co/FYZAmDfMX7",https://twitter.com/chrome_wings/status/1691232274941968384
StarAdvertiser,1692056414000,"[20.5744337,21.031561,-156.697263,-155.9790919]",0.9644984006881714,20.802956799999997,-156.31068331602177,,,"The statewide economic impact of wildfires on Hawaii island and #Maui is likely to hit at least $8 billion to $10 billion in the Hawaiian Islands.

More: https://t.co/t2BAIofjHx 

#HInews #StarAdvertiser #MauiFires #Lahaina",https://twitter.com/StarAdvertiser/status/1691233299602010112
DaBrick10,1692055852000,"[20.5744337,21.031561,-156.697263,-155.9790919]",0.9570996165275574,20.802956799999997,-156.31068331602177,,,Trump needs to go to Maui with Repub Senators and Reps. and show some compassion for these victims of wildfire. Biden doesn’t give a shit or prob comprehend what’s happening. If they keep voting De m this is what they’ll get.  Nothing !!!,https://twitter.com/DaBrick10/status/1691230940159209472
DineshDSouza,1692057366000,null,0.631373405456543,20.827288,-156.33880449999998,,,"Trump Addresses The Nation Following Maui Wildfire: Gives 'Sympathy,' 'Love' For Grieving Families - Slams Biden For 'Horrible, Unacceptable' 'No Comment' Remark
https://t.co/Ug6rz7Zd3X",https://twitter.com/DineshDSouza/status/1691237291019169792
TillyonUp,1692056598000,null,0.803965151309967,20.827288,-156.33880449999998,,,"LIKE..... MAUI  -
The Maui wildfires were a direct energy weapon Assault on the people.
https://t.co/sL7gy8Eimu",https://twitter.com/TillyonUp/status/1691234067809714176
browneyegirl400,1692057260000,"[44.184598,52.3797464,22.137059,40.2275801]",0.9701855182647705,49.4871968,31.2718321,,,"Shameless. 

$$$ Billions to Ukraine - 

$700 payment per household for those impacted by Maui wildfires. 

These poor people lost everything - $700 per family is a drop in the bucket.

How pathetic.",https://twitter.com/browneyegirl400/status/1691236847018557440
gsz_eq,1692056620000,"[20.8555755,20.918344,-156.6949,-156.6503197]",0.6498815417289734,20.8738769,-156.6776784,,,"My heart goes out to Lahaina, Maui #shorts #lahaina #maui #wildfire #英会話... https://t.co/4u4C4QO4Gp @YouTubeより

神は天にいまし
全て世はこともなく

きっとよくなる",https://twitter.com/gsz_eq/status/1691234162236436481
MacDaddy611,1692056314000,"[20.5744337,21.031561,-156.697263,-155.9790919]",0.8642780780792236,20.802956799999997,-156.31068331602177,,,Maui couple claim warning signs of devastating wildfires were ignored in new lawsuit  https://t.co/gn7GWGo8rM,https://twitter.com/MacDaddy611/status/1691232877151674368
MeVictorD,1692056390000,"[18.86546,28.517269,-178.443593,-154.755792]",0.9617630839347839,19.593801499999998,-155.42837009716908,,,"This really sad Americans are heartless people ‼️ these people have lost everything and their families. I smell some..@GOP involvement.
Investors Are Calling Maui Wildfire Victims to Buy Their Hawaii Land https://t.co/N0m4weaCP7 THEY SAID THEY ARE NOT FOR SALE ‼️💙💙💙💙",https://twitter.com/MeVictorD/status/1691233195507757056
jack_hikuma,1692057428000,null,0,null,null,,,"全声明はこちら👇
https://t.co/5u8xr4242k",https://twitter.com/jack_hikuma/status/1691237549476655106
groth1945,1692055931000,null,0.6062779426574707,20.827288,-156.33880449999998,,,"🆘My Friends and Fellow Americans . Joe @POTUS “ NO COMMENT” about the Lahaina , Maui Wildfire Devastation and 100 + Lost Lives and their Homes. ‘No comment gotta get to the beach.’ Just unbelievable that Biden POTUS could care less for Americans! ✅🇺🇸 https://t.co/ERC2dk8TQf",https://twitter.com/groth1945/status/1691231273967132672
anarcho,1692055098000,"[20.5744337,21.031561,-156.697263,-155.9790919]",0.5979741215705872,20.802956799999997,-156.31068331602177,,,Colonialism Set the Stage for the Wildfire Destruction of Maui https://t.co/zy0fyOoKBF,https://twitter.com/anarcho/status/1691227776324710403
NextShark,1692057542000,"[18.86546,28.517269,-178.443593,-154.755792]",0.945439338684082,19.593801499999998,-155.42837009716908,,,"Jason Momoa reminds his followers that HAWAII IS NOT A VACATION DESTINATION DURING A NATURAL DISASTER.

He writes: ""“DO NOT TRAVEL TO MAUI. Do not convince yourself that your presence is needed on an island that is suffering this deeply.”

Learn more:
https://t.co/Uj090Pxrvv",https://twitter.com/NextShark/status/1691238028507807744
hcmmlaw,1692057464000,null,0.8147743344306946,20.827288,-156.33880449999998,,,"Please consider making a donation to a charity to help those devastated by the Maui wildfires! They can use ALL our help! We contributed to the Maui Food Bank...
https://t.co/g3svH019wy",https://twitter.com/hcmmlaw/status/1691237702379724800
JackWorldNews,1692057538000,null,0,null,null,,,"あなたの知らない🇺🇸アメリカnews🚨マウイ島の山火事に関するドナルド・J・トランプ大統領の声明
https://t.co/KdVYViEmxS",https://twitter.com/JackWorldNews/status/1691238011412131840
ChefGruel,1692057237000,null,0.7401689291000366,20.827288,-156.33880449999998,,,"Anyone who was displaced by Maui wildfires should receive equal compensation for what’s lost in time and money. It’s pretty simple. Gov sets up the utilities, they spark a fire (going theory), therefore gov covers losses. If the entire town was privatized it would be incumbent upon the private owners to do the same.",https://twitter.com/ChefGruel/status/1691236749685796865
Tweetontweets,1692057550000,"[51.418899,51.471403,5.9163824,6.013728]",0.995323121547699,51.4371483,5.9799001,,,"From “no comment” to a paltry $700 “one time payment” to those affected by the Maui wildfires—Biden’s empathy is clearly with Ukraine, not America.",https://twitter.com/Tweetontweets/status/1691238062599417857
cipponeri_jr,1692057027000,"[20.5744337,21.031561,-156.697263,-155.9790919]",0.7381899952888489,20.802956799999997,-156.31068331602177,,,"An aerial view of Lahaina after wildfires burned through the town on the Hawaiian island of Maui, on August 10, 2023. Oprah Winfrey's property consisting of over 800 acres in the heart of Maui is believed to be surrounded by wildfires, though any damage to her home or property",https://twitter.com/cipponeri_jr/status/1691235870681038848
WilliamHeurung,1692057020000,null,0.5900318026542664,20.827288,-156.33880449999998,,,Insensitive? Oprah Film Crew Turned Away From Maui Wildfire Shelter — As Jason Momoa Blasts Tourists https://t.co/7BnOhALauG Her pillows did not buy her way in. 🧐🙂,https://twitter.com/WilliamHeurung/status/1691235838418448384
DcEnquirer,1692056401000,null,0.631373405456543,20.827288,-156.33880449999998,,,"Trump Addresses The Nation Following Maui Wildfire: Gives 'Sympathy,' 'Love' For Grieving Families - Slams Biden For 'Horrible, Unacceptable' 'No Comment' Remark
https://t.co/rVW2ox5enB",https://twitter.com/DcEnquirer/status/1691233242538557440
FISMNews,1692056102000,"[20.5744337,21.031561,-156.697263,-155.9790919]",0.9310950040817261,20.802956799999997,-156.31068331602177,,,Maui wildfire death toll climbs as rescue efforts continue https://t.co/tek8yNSdqC #maui #wildfire #hawaii,https://twitter.com/FISMNews/status/1691231987682443264
560KSFO,1692057212000,null,0.6240372657775879,20.827288,-156.33880449999998,,,"Maui's death toll reaches 96: ""It’s a war zone""

https://t.co/iMspKkPOSp",https://twitter.com/560KSFO/status/1691236646606581760
ChristPNews,1692055835000,"[18.86546,28.517269,-178.443593,-154.755792]",0.9674737453460693,19.593801499999998,-155.42837009716908,,,"President Trump just released a statement on the Maui wildfires.

He can only say so much, publicly. 

CLICK HERE for a whole lot more on what's really happening in Hawaii:
 https://t.co/RHHLqJNKRb",https://twitter.com/ChristPNews/status/1691230870860890113
RavenHawk4,1692057182000,"[20.5744337,21.031561,-156.697263,-155.9790919]",0.9952390193939209,20.802956799999997,-156.31068331602177,,,"WH Tries to Clean up Biden's 'No Comment' on Maui https://t.co/hMz1RrttDa",https://twitter.com/RavenHawk4/status/1691236520680632320
AlwaysThinkHow,1692056830000,null,0.8923354148864746,20.827288,-156.33880449999998,,,"If you want to know what is happening read this--LIVE: #Maui Wildfire Photos And Updates, Lahaina And Kula https://t.co/7dKxQ7iSwM",https://twitter.com/AlwaysThinkHow/status/1691235043262500864
aajatexas,1692056115000,null,0.864127516746521,20.827288,-156.33880449999998,,,Helpful guidance from @aaja for Maui wildfire coverage,https://twitter.com/aajatexas/status/1691232045727436801
AIGAFoundation,1692055639000,"[18.86546,28.517269,-178.443593,-154.755792]",0.9687285423278809,19.593801499999998,-155.42837009716908,,,"UCF football player, Hawaii native donates NIL money to Maui wildfires relief: 'Ohana is a real thing' #LahainaFire 
https://t.co/Rcve7xO97o",https://twitter.com/AIGAFoundation/status/1691230047313833992
alishamaegrace,1692057285000,"[20.5744337,21.031561,-156.697263,-155.9790919]",0.9627769589424133,20.802956799999997,-156.31068331602177,,,FEMA official describes disaster assistance to Maui wildfire victims https://t.co/ryfGtdwxyl via @msnbc,https://twitter.com/alishamaegrace/status/1691236950345175041
Lyssa_Ishida,1692057414000,null,0.6487712860107422,20.827288,-156.33880449999998,,,"@RansNSFW is going Live! Get ready for his to reveal his handsome face as he brings the house down AND helps raise money for Maui Wildfire Relief!
Donation Link: https://t.co/kgqmJFK1l0
Twitch Link: https://t.co/5EYMEYmeyE",https://twitter.com/Lyssa_Ishida/status/1691237492647743488
